sold time,time since transaction link,nft,nft link,price,usd,attributes,seller,seller link,buyer,buyer link 
3 days ago,https://etherscan.io/tx/0x5ec31ba96b12f3594a5c153a4f8ffa4b4110e4eb5cf56f95d2df842bfa662745,Beauty in the Hurting #962 ,https://cryptoslam.io/art-blocks/mint/178000962,0.30000 ETH,"$1,210.01",,0xc14836989f19e29ccebb74692f234f4b416544cc,https://cryptoslam.io/owner/0xc14836989f19e29ccebb74692f234f4b416544cc,0xe4301fb7545dae866e3e65166269cb7cdfcee626,https://cryptoslam.io/owner/0xe4301fb7545dae866e3e65166269cb7cdfcee626
3 days ago,https://etherscan.io/tx/0x3ffac003d60f434321d940e182c378e5966bbebd19488b7281b0d2f0a19ccda1,Beauty in the Hurting #306 ,https://cryptoslam.io/art-blocks/mint/178000306,0.24980 ETH,"$1,007.53",,0x30ae89e71b2e4d176db11581dc08260e689da848,https://cryptoslam.io/owner/0x30ae89e71b2e4d176db11581dc08260e689da848,0xe4301fb7545dae866e3e65166269cb7cdfcee626,https://cryptoslam.io/owner/0xe4301fb7545dae866e3e65166269cb7cdfcee626
3 days ago,https://etherscan.io/tx/0x176c71332a1949176c62d4487d77eff9bf09fba822de701a32e73c3160258675,Beauty in the Hurting #570 ,https://cryptoslam.io/art-blocks/mint/178000570,0.25500 ETH,"$1,028.51",,0x7e5c0a5029e5979f565043a6bcd2eaf19f447858,https://cryptoslam.io/owner/0x7e5c0a5029e5979f565043a6bcd2eaf19f447858,0xf04c82236c371ed248431d409f6014605c94a67a,https://cryptoslam.io/owner/0xf04c82236c371ed248431d409f6014605c94a67a
3 days ago,https://etherscan.io/tx/0x72c38aa5a44b90ef594065556206e741b6c00dda0fee95d63ef05eb55ce0f70e,Beauty in the Hurting #620 ,https://cryptoslam.io/art-blocks/mint/178000620,0.35000 ETH,"$1,415.18",,0x580ffb0d49fbf9b7d9c5b8e9b982899d0268457e,https://cryptoslam.io/owner/0x580ffb0d49fbf9b7d9c5b8e9b982899d0268457e,0xe4301fb7545dae866e3e65166269cb7cdfcee626,https://cryptoslam.io/owner/0xe4301fb7545dae866e3e65166269cb7cdfcee626
3 days ago,https://etherscan.io/tx/0xc4c63cd5f091cf1899d2d761ac9a7a276444147ffb588cb64b74edd68c25cc22,Beauty in the Hurting #1003 ,https://cryptoslam.io/art-blocks/mint/178001003,0.28900 ETH,"$1,168.53",,0x6a99dadc216a83adb0191c264a1774e82fd31aff,https://cryptoslam.io/owner/0x6a99dadc216a83adb0191c264a1774e82fd31aff,0xe4301fb7545dae866e3e65166269cb7cdfcee626,https://cryptoslam.io/owner/0xe4301fb7545dae866e3e65166269cb7cdfcee626
3 days ago,https://etherscan.io/tx/0xf6e278df9ca9f02d3ed79b3aa17dbf1e92287ff67259083452a05cc220858feb,Beauty in the Hurting #163 ,https://cryptoslam.io/art-blocks/mint/178000163,0.50000 ETH,"$2,010.34",,0x91f3acf393de794e7291fbf36dfc408da617cff0,https://cryptoslam.io/owner/0x91f3acf393de794e7291fbf36dfc408da617cff0,0xe4301fb7545dae866e3e65166269cb7cdfcee626,https://cryptoslam.io/owner/0xe4301fb7545dae866e3e65166269cb7cdfcee626
3 days ago,https://etherscan.io/tx/0x6bd3b2f37eb40ce575d2ccfbde7a8c73989e987eda5a82037eb14d313a579cd4,Eccentrics 2: Orbits #56 ,https://cryptoslam.io/art-blocks/mint/139000056,0.68150 WETH,"$2,740.10","Color Scheme: Painted, Palette: Swamped, Background: Main, Layout: Sentinels, Allow Arches: True, Allow Clones: True, Allow Hexes: False, Allow Ovals: False, Force Circles: False, Inverted Arch: False",0x4b1a64343906ee2e8472e92711d203151a0b9bac,https://cryptoslam.io/owner/0x4b1a64343906ee2e8472e92711d203151a0b9bac,0x8f2192831a7d5977f519a040d7a70426d36e4322,https://cryptoslam.io/owner/0x8f2192831a7d5977f519a040d7a70426d36e4322
3 days ago,https://etherscan.io/tx/0x84f71c23ba02e8b8df093a9fc6d1b4bbca6246e2c4c2594c36417c78560b3759,444(4) #329 ,https://cryptoslam.io/art-blocks/mint/191000329,1.00000 WETH,"$4,020.69",,0x3bbc58fb15bda7b208bd415aaeb3a8455a4c29bf,https://cryptoslam.io/owner/0x3bbc58fb15bda7b208bd415aaeb3a8455a4c29bf,0x0395ed8151455465b5b41d278f911d282225d62b,https://cryptoslam.io/owner/0x0395ed8151455465b5b41d278f911d282225d62b
3 days ago,https://etherscan.io/tx/0x8922f254a6f225c9e5631a943f212f56283ff5300437d9e24813a2abdfadfc7c,Beauty in the Hurting #116 ,https://cryptoslam.io/art-blocks/mint/178000116,0.30000 ETH,"$1,197.95",,0x10ccd4136471c7c266a9fc4569622989fb4cab99,https://cryptoslam.io/owner/0x10ccd4136471c7c266a9fc4569622989fb4cab99,0xe4301fb7545dae866e3e65166269cb7cdfcee626,https://cryptoslam.io/owner/0xe4301fb7545dae866e3e65166269cb7cdfcee626
3 days ago,https://etherscan.io/tx/0x88c2596edfd0a2b1ad3d0c3faa413cc4e2461a93070d8f62d99d421e451a3e5b,Meridian #315 ,https://cryptoslam.io/art-blocks/mint/163000315,10.20000 ETH,"$40,730.21",,0xac431575c4d47ee348ce6d271c7ff1cb64442bb3,https://cryptoslam.io/owner/0xac431575c4d47ee348ce6d271c7ff1cb64442bb3,0x79bd66139531c886620bc41ff29f112f326f1d89,https://cryptoslam.io/owner/0x79bd66139531c886620bc41ff29f112f326f1d89
3 days ago,https://etherscan.io/tx/0x2567728789bdf549fe69f6df81741614bb9fc8d9c8fca440b89f38cb3c36a640,Beauty in the Hurting #453 ,https://cryptoslam.io/art-blocks/mint/178000453,0.25000 ETH,$990.57,,0xf1c85606d10c2f190bca4219e276d0107f3061c6,https://cryptoslam.io/owner/0xf1c85606d10c2f190bca4219e276d0107f3061c6,0xe4301fb7545dae866e3e65166269cb7cdfcee626,https://cryptoslam.io/owner/0xe4301fb7545dae866e3e65166269cb7cdfcee626
3 days ago,https://etherscan.io/tx/0xf12a92d2cf5f6c8907ae5865b3154803996608900ff3d83d6dd272f5c132e819,Beauty in the Hurting #247 ,https://cryptoslam.io/art-blocks/mint/178000247,0.29700 ETH,"$1,176.80",,0x1985bde6f68ff743907d147ead62da65ab651714,https://cryptoslam.io/owner/0x1985bde6f68ff743907d147ead62da65ab651714,0xe4301fb7545dae866e3e65166269cb7cdfcee626,https://cryptoslam.io/owner/0xe4301fb7545dae866e3e65166269cb7cdfcee626
3 days ago,https://etherscan.io/tx/0x69a18995db4795e48e5202cb5f24bee7a3c228ebbd4951267ccf07577fae79a7,Beauty in the Hurting #913 ,https://cryptoslam.io/art-blocks/mint/178000913,0.35000 ETH,"$1,386.80",,0xa74d432e64cfe63e1252341ae7810c6f902595c7,https://cryptoslam.io/owner/0xa74d432e64cfe63e1252341ae7810c6f902595c7,0xe4301fb7545dae866e3e65166269cb7cdfcee626,https://cryptoslam.io/owner/0xe4301fb7545dae866e3e65166269cb7cdfcee626
3 days ago,https://etherscan.io/tx/0x58e48647c290c0b25104aa8c57977fe4563406a49910b1611c70367d1109255e,Beauty in the Hurting #674 ,https://cryptoslam.io/art-blocks/mint/178000674,0.25000 ETH,$990.57,,0xbf1dac60194bc2f3a83314bc18de1060a860d0da,https://cryptoslam.io/owner/0xbf1dac60194bc2f3a83314bc18de1060a860d0da,0xe4301fb7545dae866e3e65166269cb7cdfcee626,https://cryptoslam.io/owner/0xe4301fb7545dae866e3e65166269cb7cdfcee626
3 days ago,https://etherscan.io/tx/0x0ab36702a399f83436e3c6ed2d0b77cf919331f6a97ee606d2ffe39a00357e7b,Beauty in the Hurting #847 ,https://cryptoslam.io/art-blocks/mint/178000847,0.26000 ETH,"$1,030.19",,0xd9c09e1ddacce4ee6548b66773bf4e6fe9dd0882,https://cryptoslam.io/owner/0xd9c09e1ddacce4ee6548b66773bf4e6fe9dd0882,0xe4301fb7545dae866e3e65166269cb7cdfcee626,https://cryptoslam.io/owner/0xe4301fb7545dae866e3e65166269cb7cdfcee626
3 days ago,https://etherscan.io/tx/0x29b7a36036f1996f4bc32661afc5c0b9885bcd8525fe6a1174b1407185296ea9,CatBlocks #173 ,https://cryptoslam.io/art-blocks/mint/73000173,0.95000 ETH,"$3,783.91","Breed: White, Color: White, Body Pattern: 0, Face Pattern: 10, Eye Color: Green, Head: Silky, Ears: Sideways, Eyes: Fierce, Pupils: Huge, Mouth: Pursed",0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,https://cryptoslam.io/owner/0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,0x57ab4ee8a6283b6e6ae8ce8fc1fa48df5051691c,https://cryptoslam.io/owner/0x57ab4ee8a6283b6e6ae8ce8fc1fa48df5051691c
3 days ago,https://etherscan.io/tx/0x4201e3e68bee1fa2c5a8b003931b8cf3a0beb01ee5ebb1aa23609be46abd9dac,Beauty in the Hurting #703 ,https://cryptoslam.io/art-blocks/mint/178000703,0.30000 ETH,"$1,194.92",,0x2882898129bfb577f756350d8443265038fce7cc,https://cryptoslam.io/owner/0x2882898129bfb577f756350d8443265038fce7cc,0xf04c82236c371ed248431d409f6014605c94a67a,https://cryptoslam.io/owner/0xf04c82236c371ed248431d409f6014605c94a67a
3 days ago,https://etherscan.io/tx/0xd60918974601cb052aace8b30a0a7aa474e3738a0c88adac0d66ec92fdbce226,444(4) #343 ,https://cryptoslam.io/art-blocks/mint/191000343,0.65000 ETH,"$2,596.13",,0x6a56ebf9c469f1f6cd7324ebd809b7e541cb9964,https://cryptoslam.io/owner/0x6a56ebf9c469f1f6cd7324ebd809b7e541cb9964,0x9626d03a7aec06616fdc2442dc27ff10ef2654e9,https://cryptoslam.io/owner/0x9626d03a7aec06616fdc2442dc27ff10ef2654e9
3 days ago,https://etherscan.io/tx/0x2f346f007e902ca9911e671ab8b5e6c362debfe70258ccb653323b3359a4e489,PrimiLife #620 ,https://cryptoslam.io/art-blocks/mint/150000620,0.09000 ETH,$360.08,"Palette: Gamma Ray, Colors: Duotone, Background: Secondary, Wireframe: Nope, Debris: Nope, Speed: Quick, Spin: Counterclockwise, Children: Single, Baby: Nope",0x45f407a9ea1c1df04db5077ff7b5f6329165129e,https://cryptoslam.io/owner/0x45f407a9ea1c1df04db5077ff7b5f6329165129e,0x57ab4ee8a6283b6e6ae8ce8fc1fa48df5051691c,https://cryptoslam.io/owner/0x57ab4ee8a6283b6e6ae8ce8fc1fa48df5051691c
3 days ago,https://etherscan.io/tx/0x8497bc6d2826d19eb515665b920e61f2aad118b055fe2091c54eac60df50b56d,Blaschke Ballet #580 ,https://cryptoslam.io/art-blocks/mint/167000580,0.20000 ETH,$800.18,,0x08523b72d7d73ad21630e481460e96a0658fa69d,https://cryptoslam.io/owner/0x08523b72d7d73ad21630e481460e96a0658fa69d,0x57ab4ee8a6283b6e6ae8ce8fc1fa48df5051691c,https://cryptoslam.io/owner/0x57ab4ee8a6283b6e6ae8ce8fc1fa48df5051691c
3 days ago,https://etherscan.io/tx/0x957990f4cf5687adf0149286a6b7c35b2d40f476b1430186e8f1a2cf1213ecc3,Cryptoblots #1373 ,https://cryptoslam.io/art-blocks/mint/3001373,0.50000 ETH,"$1,999.86","Unary Cryptoblot, Color: Spanish Red",0xfc199e896bb4a153046bacb8b3c3170079190705,https://cryptoslam.io/owner/0xfc199e896bb4a153046bacb8b3c3170079190705,0xf02cd6f7b3d001b3f81e747e73a06ad73cbd5e5b,https://cryptoslam.io/owner/0xf02cd6f7b3d001b3f81e747e73a06ad73cbd5e5b
3 days ago,https://etherscan.io/tx/0x4e317d272e88dfabf2fa022abc5190549bb74ab7ace36029adfa10d0abf96c28,Eccentrics 2: Orbits #33 ,https://cryptoslam.io/art-blocks/mint/139000033,1.00000 ETH,"$3,992.59","Color Scheme: Wild, Palette: Titan Arum, Background: Main, Layout: Windows, Allow Arches: True, Allow Clones: True, Allow Hexes: False, Allow Ovals: False, Force Circles: False, Inverted Arch: True",0x4ef3933d49689e05a3d337c73f4b7f40c5e9b5de,https://cryptoslam.io/owner/0x4ef3933d49689e05a3d337c73f4b7f40c5e9b5de,0x57ab4ee8a6283b6e6ae8ce8fc1fa48df5051691c,https://cryptoslam.io/owner/0x57ab4ee8a6283b6e6ae8ce8fc1fa48df5051691c
3 days ago,https://etherscan.io/tx/0x93599850a1b218a86189c9da8e7a57ad855ee81d876e4a74d70bf4ad819e29eb,Paper Armada #1476 ,https://cryptoslam.io/art-blocks/mint/37001476,0.39000 ETH,"$1,557.11","Type: Carrier, Palette: Junkyard, Coloring strategy: Random, Base color: Black, Angle: Tilted left, Coordination: Good, Unit shape: Ship, Crew size: 2",0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,https://cryptoslam.io/owner/0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,0x98f287cdf396a4a97ec9a0f8b337277bf764fb8f,https://cryptoslam.io/owner/0x98f287cdf396a4a97ec9a0f8b337277bf764fb8f
4 days ago,https://etherscan.io/tx/0x734c3893a81d4939bc98ff772a9c5263f3175021f5a26cb78281ea317fef41af,spawn #824 ,https://cryptoslam.io/art-blocks/mint/161000824,0.08450 ETH,$338.69,,0x19cd2a253b3e559b2b5ad57170b4d5b97b64bfb3,https://cryptoslam.io/owner/0x19cd2a253b3e559b2b5ad57170b4d5b97b64bfb3,0x4c519b48512233f4b118a962636c2c3f2cfbbe1e,https://cryptoslam.io/owner/0x4c519b48512233f4b118a962636c2c3f2cfbbe1e
4 days ago,https://etherscan.io/tx/0xc991fa8c4f341a6e440302dd938ba3a02762d8cea552ca52f5040c74c4c17373,Chromie Squiggle #3075 ,https://cryptoslam.io/art-blocks/mint/3075,10.95000 ETH,"$44,020.47","Slinky, Starting Color: 178, End Color: 198, Color Spread: 41, Color Direction: Reverse, Height: 3, Segments: 17, Steps Between Segments: 50",0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,https://cryptoslam.io/owner/0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,0xcedf17dfafa947cd0e205fe2a3a183cf2fb3a0bc,https://cryptoslam.io/owner/0xcedf17dfafa947cd0e205fe2a3a183cf2fb3a0bc
4 days ago,https://etherscan.io/tx/0xf816e27d0f77fe9df6c4bf3ecd01dfacaca22d34bab5ff694103a35a849426df,Dot Grid #443 ,https://cryptoslam.io/art-blocks/mint/115000443,0.08690 ETH,$348.32,,0xc1307715330be41eadb48bcee533994e57fe7bce,https://cryptoslam.io/owner/0xc1307715330be41eadb48bcee533994e57fe7bce,0x0595297e8838cbdc51c9fba7e5c516b7a7c21470,https://cryptoslam.io/owner/0x0595297e8838cbdc51c9fba7e5c516b7a7c21470
4 days ago,https://etherscan.io/tx/0x8a75bb449c974dde20149479bfdd91e334163dd36095f39d32f90b4a683c0ecb,Eccentrics 2: Orbits #56 ,https://cryptoslam.io/art-blocks/mint/139000056,0.38500 WETH,"$1,543.20","Color Scheme: Painted, Palette: Swamped, Background: Main, Layout: Sentinels, Allow Arches: True, Allow Clones: True, Allow Hexes: False, Allow Ovals: False, Force Circles: False, Inverted Arch: False",0xcedf17dfafa947cd0e205fe2a3a183cf2fb3a0bc,https://cryptoslam.io/owner/0xcedf17dfafa947cd0e205fe2a3a183cf2fb3a0bc,0x4b1a64343906ee2e8472e92711d203151a0b9bac,https://cryptoslam.io/owner/0x4b1a64343906ee2e8472e92711d203151a0b9bac
4 days ago,https://etherscan.io/tx/0x0c0957f6430f451cef3dfaeb63502c0ae61586d1351e1692852cce6b88787443,Watercolor Dreams #310 ,https://cryptoslam.io/art-blocks/mint/59000310,2.12680 WETH,"$8,524.87","isSymmetric: false, isBent: false, isStriped: false, isColorInverted: false, isWavey: false, paletteType: gradedWash, palette: puzzling, noiseScale: 20, angleAmplitude: 40, composition: rotatedSquare",0xcedf17dfafa947cd0e205fe2a3a183cf2fb3a0bc,https://cryptoslam.io/owner/0xcedf17dfafa947cd0e205fe2a3a183cf2fb3a0bc,0x39b99f561eac03e150eca45254d0bc0b9e0404fb,https://cryptoslam.io/owner/0x39b99f561eac03e150eca45254d0bc0b9e0404fb
4 days ago,https://etherscan.io/tx/0xc935889f44569fe6fa64c588228b5aa84ef749805b0e71498724dfe7c69e29fe,Fragments of an Infinite Field #528 ,https://cryptoslam.io/art-blocks/mint/159000528,6.20000 ETH,"$24,875.84","Seasons: Spring, Rain: No, Storm: No, Snow: No, Pollen: Yes, PetalsFallingDown: No, FlowerColor: Different, NumberOfPetals: Different",0x9a46e60f7333da15e9dda42042c6b368142028df,https://cryptoslam.io/owner/0x9a46e60f7333da15e9dda42042c6b368142028df,0x8560c622a023b9877ae28c57b3a0e1d4ad6edfdc,https://cryptoslam.io/owner/0x8560c622a023b9877ae28c57b3a0e1d4ad6edfdc
4 days ago,https://etherscan.io/tx/0x427e61428095792bc0c6b317748890cdd7c92708d60972c7288d013148b566ad,Meridian #253 ,https://cryptoslam.io/art-blocks/mint/163000253,9.10000 ETH,"$36,673.40",,0x95eaf87cf337a17e73dbf19eaf4fb3fc44fa752c,https://cryptoslam.io/owner/0x95eaf87cf337a17e73dbf19eaf4fb3fc44fa752c,0x3ef78e1441f35a2f0bfaeef8d5609350408059d1,https://cryptoslam.io/owner/0x3ef78e1441f35a2f0bfaeef8d5609350408059d1
4 days ago,https://etherscan.io/tx/0x731668065b49e0ff9ba5a110d0c351b85b96833323cdd53c33c74750d9dabd75,Seadragons #771 ,https://cryptoslam.io/art-blocks/mint/160000771,0.17990 ETH,$725.00,,0x36772f3a584735d41c12892ebe2a5a2abe74efa6,https://cryptoslam.io/owner/0x36772f3a584735d41c12892ebe2a5a2abe74efa6,0xd75ed292f63f7f7839765fb3e6492607de076175,https://cryptoslam.io/owner/0xd75ed292f63f7f7839765fb3e6492607de076175
4 days ago,https://etherscan.io/tx/0x093d299c29f7f6e75bc3ea34c4afc637c84de652cb744621f523d17ae7729868,Divisions #365 ,https://cryptoslam.io/art-blocks/mint/108000365,1.20000 ETH,"$4,835.51","Style: Regular, Border: Yes, Divisions: 50%, Slice: Vertical, Recursion: Shallow, Palette: Grease, Decoration: Auguste",0x9e4a9b4334f3167bc7dd35f48f2238c73f532baf,https://cryptoslam.io/owner/0x9e4a9b4334f3167bc7dd35f48f2238c73f532baf,0x98f6fd7c9a1ccf6431c341abd7c8597c713ec66e,https://cryptoslam.io/owner/0x98f6fd7c9a1ccf6431c341abd7c8597c713ec66e
4 days ago,https://etherscan.io/tx/0x43573339989a2c157c66c6c7e20600c632635f89dbbede0ae6dbb159eac59af6,"little boxes on the hillsides, child #241 ",https://cryptoslam.io/art-blocks/mint/185000241,0.30000 WETH,"$1,208.88",,0x1610634c1fcda56b9934d67f885b30dc73f938cb,https://cryptoslam.io/owner/0x1610634c1fcda56b9934d67f885b30dc73f938cb,0x6d7132a0fb0ad97c3b9a9b52bfbfa07dd7474401,https://cryptoslam.io/owner/0x6d7132a0fb0ad97c3b9a9b52bfbfa07dd7474401
4 days ago,https://etherscan.io/tx/0x8e7b5388d5245d50cf90d277ecde11e1611d9a984ca9daa2fe11915283505e7b,Flowers #5002 ,https://cryptoslam.io/art-blocks/mint/116005002,0.11000 ETH,$441.99,"Disposition : Bunch, Flowers : 6, Colour A : Coral, Colour B : Dark Orange, Gradient : Yes, Background :White, Line density : High, Alternate lines : No, Rings : 2, Rings size : Large",0xdb385e83626c9342a6f31d8af1b306b9691ad5f7,https://cryptoslam.io/owner/0xdb385e83626c9342a6f31d8af1b306b9691ad5f7,0x0f5f25862f59ca2e081434603bf4f2d5d5987f89,https://cryptoslam.io/owner/0x0f5f25862f59ca2e081434603bf4f2d5d5987f89
4 days ago,https://etherscan.io/tx/0x92b1d091bfc360ecb688d39300831443a5da7b842eca5efec12700398303f438,Chromie Squiggle #8848 ,https://cryptoslam.io/art-blocks/mint/8848,8.84800 ETH,"$35,552.12","Starting Color: 35, End Color: 138, Color Spread: 29, Color Direction: Reverse, Height: 3, Segments: 15, Steps Between Segments: 200",0x42f3f76ba5202d7a4c48fd428b5613c657689bcc,https://cryptoslam.io/owner/0x42f3f76ba5202d7a4c48fd428b5613c657689bcc,0x9d9de0f6410a89c5334d5221b4f2104ac87f16c0,https://cryptoslam.io/owner/0x9d9de0f6410a89c5334d5221b4f2104ac87f16c0
4 days ago,https://etherscan.io/tx/0x6103fe66873c4dce4c050c4a2218d59a3abf46e48646325c64a19ee4b962a633,Chromie Squiggle #2237 ,https://cryptoslam.io/art-blocks/mint/2237,9.99000 ETH,"$40,071.49","Starting Color: 238, End Color: 91, Color Spread: 24, Color Direction: Reverse, Height: 3, Segments: 13, Steps Between Segments: 200",0x5080fda2a93078ded890d8591aebcea7f345c492,https://cryptoslam.io/owner/0x5080fda2a93078ded890d8591aebcea7f345c492,0x83b5654564caee5c8e86a314b4e62330db99ce16,https://cryptoslam.io/owner/0x83b5654564caee5c8e86a314b4e62330db99ce16
4 days ago,https://etherscan.io/tx/0x667c226d0cc7cf30063a881dc8070b5f8c5aaaa9410f2f9e241f1c171d4a7495,Letters to My Future Self #924 ,https://cryptoslam.io/art-blocks/mint/174000924,0.50000 ETH,"$2,005.58",,0xdc295e925e84e155e860bca1d36a68b88a604642,https://cryptoslam.io/owner/0xdc295e925e84e155e860bca1d36a68b88a604642,0x77e143163904960528c60c619c58f73718b0a098,https://cryptoslam.io/owner/0x77e143163904960528c60c619c58f73718b0a098
4 days ago,https://etherscan.io/tx/0xe99a5cc6942fa9a83dc6efebcf5a335201a005f70e23e8ff2c9f13bae9943889,Rhythm #99 ,https://cryptoslam.io/art-blocks/mint/57000099,1.54250 WETH,"$6,187.21","Mode: Dark, Bars: 6, Gaps: 0, Width: 50%, Orientation: Horizontal, Rotation: Variable, Bounce: Yes, Color: Sequence, Arrangement: Linear, Style: Solid",0x08d5bd85e9cd8ab2d970995eb1357065ff12ae48,https://cryptoslam.io/owner/0x08d5bd85e9cd8ab2d970995eb1357065ff12ae48,0x7b77ebc4bab939071543243a4909ca4c51c9c1fd,https://cryptoslam.io/owner/0x7b77ebc4bab939071543243a4909ca4c51c9c1fd
4 days ago,https://etherscan.io/tx/0x6e5a8a22c663f019b04e36fc1fb490e675449fc35b93a9a340b3aed964a908e2,Frammenti #130 ,https://cryptoslam.io/art-blocks/mint/72000130,3.08000 WETH,"$12,354.37","Palette: Feelings, Background: Melon, Fill: Yes, Color: Multicolor, Rows: 1, Columns: 2, Shapes: 2, Type: Duo, Square: No, Stroke: Bold",0x08d5bd85e9cd8ab2d970995eb1357065ff12ae48,https://cryptoslam.io/owner/0x08d5bd85e9cd8ab2d970995eb1357065ff12ae48,0x406dd0831439abb26c51de18baa031dbb267cb7e,https://cryptoslam.io/owner/0x406dd0831439abb26c51de18baa031dbb267cb7e
4 days ago,https://etherscan.io/tx/0x127bde159e5a415fa0122e274aec93405265b21c5e6cab2e9502ed5ba6e213aa,Rinascita #65 ,https://cryptoslam.io/art-blocks/mint/121000065,1.04440 WETH,"$4,199.96","Palette: Gentle, Background: Instinct, Color: Multicolor, Duotone: No, Gradient: Yes, Mode: Soft, Attraction: Crush, Resilience: I sleep well at night, Life: 3 years journey, Nature: Perfect",0x08d5bd85e9cd8ab2d970995eb1357065ff12ae48,https://cryptoslam.io/owner/0x08d5bd85e9cd8ab2d970995eb1357065ff12ae48,0x6669519a3f6948bf2f61eb28553eca9e96fedd59,https://cryptoslam.io/owner/0x6669519a3f6948bf2f61eb28553eca9e96fedd59
4 days ago,https://etherscan.io/tx/0x7ffaa13a339631492fa484eb7f9482817e2e55df44c405b6f1b7f3ff738e50a4,444(4) #434 ,https://cryptoslam.io/art-blocks/mint/191000434,0.65000 ETH,"$2,615.38",,0x7187fc33052f36b8b1e59bb5cc5238b2532c1b36,https://cryptoslam.io/owner/0x7187fc33052f36b8b1e59bb5cc5238b2532c1b36,0x6a6743b85899cc2571c8034e209f74f5a92a0e9b,https://cryptoslam.io/owner/0x6a6743b85899cc2571c8034e209f74f5a92a0e9b
4 days ago,https://etherscan.io/tx/0x0edcee5c641a4ef974d55b6c48f964cf51fa42a080c42f98ddff834bb14c26de,Dot Grid #904 ,https://cryptoslam.io/art-blocks/mint/115000904,0.08880 ETH,$358.96,,0x3d29d699aa258769b6f4c7c948434a8fe8a68594,https://cryptoslam.io/owner/0x3d29d699aa258769b6f4c7c948434a8fe8a68594,0xb98c4644b5d9f39f2a495f7347381e297357ae6c,https://cryptoslam.io/owner/0xb98c4644b5d9f39f2a495f7347381e297357ae6c
4 days ago,https://etherscan.io/tx/0xcedd397940ab7c840a32376e8d466f105b248a37a7c162e70a2561c76c2ee816,Chromie Squiggle #2338 ,https://cryptoslam.io/art-blocks/mint/2338,8.30000 ETH,"$33,551.10","Starting Color: 4, End Color: 73, Color Spread: 46, Color Direction: Reverse, Height: 3, Segments: 16, Steps Between Segments: 200",0x4ca052fcce73a24bb76d14bfa17b12371f99aefa,https://cryptoslam.io/owner/0x4ca052fcce73a24bb76d14bfa17b12371f99aefa,0x2c2ed4b3876c442fee80bee76ce0ee2ca2a512af,https://cryptoslam.io/owner/0x2c2ed4b3876c442fee80bee76ce0ee2ca2a512af
4 days ago,https://etherscan.io/tx/0xf7ffd5ecbb354385b990cafc3dba51a28c4a7a319d7608361f849d7bebca5469,Chromie Squiggle #1724 ,https://cryptoslam.io/art-blocks/mint/1724,8.59000 ETH,"$34,723.37","Starting Color: 163, End Color: 239, Color Spread: 39, Color Direction: Forward, Height: 3, Segments: 15, Steps Between Segments: 200",0xc52ac496053407bcc27f83f6a02682d95a0d8960,https://cryptoslam.io/owner/0xc52ac496053407bcc27f83f6a02682d95a0d8960,0x4e1a3895bd8cace0764c161f3b11feaf58ac4f00,https://cryptoslam.io/owner/0x4e1a3895bd8cace0764c161f3b11feaf58ac4f00
4 days ago,https://etherscan.io/tx/0x91d16401591d3996052caecf9b6135b5fa922c9cf5a4d6bc596e36f86cf56d2f,We #720 ,https://cryptoslam.io/art-blocks/mint/153000720,0.08500 ETH,$343.60,,0x4fbdb631c56ac1b2d48fc779bf4044f068a5f4b0,https://cryptoslam.io/owner/0x4fbdb631c56ac1b2d48fc779bf4044f068a5f4b0,0xb98c4644b5d9f39f2a495f7347381e297357ae6c,https://cryptoslam.io/owner/0xb98c4644b5d9f39f2a495f7347381e297357ae6c
4 days ago,https://etherscan.io/tx/0x97410eecc515fb39a6e2738cef7aecaefea9b20d0b43401414fc4b4772693c4e,Star Flower #246 ,https://cryptoslam.io/art-blocks/mint/52000246,0.11000 ETH,$445.38,"Atomic Structure: tranto, Family: septaem, Breed Type: clone",0xef6be5381dce24626dfa59a370f5658270307dda,https://cryptoslam.io/owner/0xef6be5381dce24626dfa59a370f5658270307dda,0xfe2bdaa4f5d59e3ed10aab229971f554fdbae290,https://cryptoslam.io/owner/0xfe2bdaa4f5d59e3ed10aab229971f554fdbae290
4 days ago,https://etherscan.io/tx/0x682e830fe187b261975b2dccf4c72ce787a6118145a335931bb320d18343510b,Ouroboros #720 ,https://cryptoslam.io/art-blocks/mint/166000720,0.12000 WETH,$483.63,"Palette: Cephalo, Blend: Initial, Border: Double, Shadow: False, Grid: 9x9, Prose: Riddle, Margin: -9vmin, Border: 2vmin",0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,https://cryptoslam.io/owner/0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,0x335ebd28730aad00e3b73f3cc01cb53b48e90046,https://cryptoslam.io/owner/0x335ebd28730aad00e3b73f3cc01cb53b48e90046
