sold time,time since transaction link,nft,nft link,price,usd,attributes,seller,seller link,buyer,buyer link 
2 days ago,https://etherscan.io/tx/0x62937468ffbcc45a8cfba2b1f55b9e40de01c02fc16d0fab0390a71b61a7f269,"little boxes on the hillsides, child #72 ",https://cryptoslam.io/art-blocks/mint/185000072,0.24500 ETH,"$1,009.27",,0x394f4d27d91387ad128aac9c5e3e412e4f614332,https://cryptoslam.io/owner/0x394f4d27d91387ad128aac9c5e3e412e4f614332,0xfeeb83499afd1ecdc5bbd9489922287e4a1bbce4,https://cryptoslam.io/owner/0xfeeb83499afd1ecdc5bbd9489922287e4a1bbce4
2 days ago,https://etherscan.io/tx/0x6f06dc6a94664daa19fe3a12bb631e6107f7db12383c2726569b363b81583ab4,"little boxes on the hillsides, child #231 ",https://cryptoslam.io/art-blocks/mint/185000231,0.19000 WETH,$782.70,,0x63b7d0006102e672e6936fcfe6197e4c782f51d4,https://cryptoslam.io/owner/0x63b7d0006102e672e6936fcfe6197e4c782f51d4,0x6d7132a0fb0ad97c3b9a9b52bfbfa07dd7474401,https://cryptoslam.io/owner/0x6d7132a0fb0ad97c3b9a9b52bfbfa07dd7474401
2 days ago,https://etherscan.io/tx/0x22eb32ab4bea1d5b1db4689dcb8b9305a6df6fb38cbaa076d915011af0a2619b,"little boxes on the hillsides, child #202 ",https://cryptoslam.io/art-blocks/mint/185000202,0.18000 WETH,$740.95,,0x63b7d0006102e672e6936fcfe6197e4c782f51d4,https://cryptoslam.io/owner/0x63b7d0006102e672e6936fcfe6197e4c782f51d4,0x6d7132a0fb0ad97c3b9a9b52bfbfa07dd7474401,https://cryptoslam.io/owner/0x6d7132a0fb0ad97c3b9a9b52bfbfa07dd7474401
2 days ago,https://etherscan.io/tx/0xecd345fa8ebe8b2e604677372dd442ce9e688fb999876e6210860b349a2412ba,444(4) #236 ,https://cryptoslam.io/art-blocks/mint/191000236,1.11000 ETH,"$4,581.13",,0x592ff4c996478d75a677c5662c4234db2ec29ddc,https://cryptoslam.io/owner/0x592ff4c996478d75a677c5662c4234db2ec29ddc,0x3999eaacf6f99edb04a9ec56bd7887be4f5fccea,https://cryptoslam.io/owner/0x3999eaacf6f99edb04a9ec56bd7887be4f5fccea
2 days ago,https://etherscan.io/tx/0x99b22ba295f55897f78ad0ea54dce6d3cc7aac2c7596aa3969db9729f74e1502,444(4) #261 ,https://cryptoslam.io/art-blocks/mint/191000261,1.00000 ETH,"$4,127.15",,0xc39daa332afd4c48f5ad4aff54763e5e0fae29e8,https://cryptoslam.io/owner/0xc39daa332afd4c48f5ad4aff54763e5e0fae29e8,0xe94ed37f0fed2017380bb69acf8008478a2fc24d,https://cryptoslam.io/owner/0xe94ed37f0fed2017380bb69acf8008478a2fc24d
2 days ago,https://etherscan.io/tx/0x8eadbb2d16c06aa8d42b6da72d6539f7f308aebdd0ffaac3906470dc6db91a71,High Tide #5 ,https://cryptoslam.io/art-blocks/mint/151000005,0.10000 ETH,$412.71,,0x84a7b031d90b7d50f1c49bb0b6379b4306cd8a51,https://cryptoslam.io/owner/0x84a7b031d90b7d50f1c49bb0b6379b4306cd8a51,0xb2b94634334b4ca79d5b129be4f562d23576a26e,https://cryptoslam.io/owner/0xb2b94634334b4ca79d5b129be4f562d23576a26e
2 days ago,https://etherscan.io/tx/0xc802ffd880525268a57daddd9885844e76e94a2109f8f57c62ecbd0680dbbb01,444(4) #308 ,https://cryptoslam.io/art-blocks/mint/191000308,1.00000 ETH,"$4,126.27",,0x692d1fce318f98865203a256b1024e070295c6f4,https://cryptoslam.io/owner/0x692d1fce318f98865203a256b1024e070295c6f4,0x252ff832c8c903b5914a30e01a4435b0ed6bed72,https://cryptoslam.io/owner/0x252ff832c8c903b5914a30e01a4435b0ed6bed72
2 days ago,https://etherscan.io/tx/0x352a933ad58126d06460dfc3a083fca8d06478b2170daf01920649e28bb22bdf,444(4) #344 ,https://cryptoslam.io/art-blocks/mint/191000344,1.45000 ETH,"$5,983.09",,0xaf2124c06ca7b7a5b39beb5d4af3e1bd95130660,https://cryptoslam.io/owner/0xaf2124c06ca7b7a5b39beb5d4af3e1bd95130660,0x92891ed65ab3909db07e815e0c370b1b65d3ae20,https://cryptoslam.io/owner/0x92891ed65ab3909db07e815e0c370b1b65d3ae20
2 days ago,https://etherscan.io/tx/0x4a0d071c06eaa873732dc933bd9568a9f33f8ff86510d1d9925d65732b0614fb,444(4) #249 ,https://cryptoslam.io/art-blocks/mint/191000249,3.30000 ETH,"$13,616.68",,0x65ba4f92d7dfa813ddbd849d9faf38a723dd9b12,https://cryptoslam.io/owner/0x65ba4f92d7dfa813ddbd849d9faf38a723dd9b12,0x92891ed65ab3909db07e815e0c370b1b65d3ae20,https://cryptoslam.io/owner/0x92891ed65ab3909db07e815e0c370b1b65d3ae20
2 days ago,https://etherscan.io/tx/0x4e8fe8b6ff3a84cc13db67e282daeed985dde5262e964c5426753eabce3a5dc5,444(4) #90 ,https://cryptoslam.io/art-blocks/mint/191000090,0.95000 ETH,"$3,919.95",,0x722e9468d7f8c2710b6dbfdf70f01b045aca1851,https://cryptoslam.io/owner/0x722e9468d7f8c2710b6dbfdf70f01b045aca1851,0xd3feedc8e702a9f191737c0482b685b74be48cfa,https://cryptoslam.io/owner/0xd3feedc8e702a9f191737c0482b685b74be48cfa
2 days ago,https://etherscan.io/tx/0x0250df26d416ece1429fd9bed4f53656afc23add4b47a64ab73fefdc9a08d2fa,444(4) #282 ,https://cryptoslam.io/art-blocks/mint/191000282,1.00000 ETH,"$4,142.43",,0x6566bc39b9da4ca321b30e46551c5c4c3618f6d4,https://cryptoslam.io/owner/0x6566bc39b9da4ca321b30e46551c5c4c3618f6d4,0x46cfdc89d19c83d9a5f8a6a26411720d8b8371d4,https://cryptoslam.io/owner/0x46cfdc89d19c83d9a5f8a6a26411720d8b8371d4
2 days ago,https://etherscan.io/tx/0xc53b7343024ab2d119729895492800d45e1289554e29ef67cdc3cb78a9e673e1,444(4) #437 ,https://cryptoslam.io/art-blocks/mint/191000437,0.98980 ETH,"$4,100.18",,0x6e131f61970fbe260378da9e3a28ede360fdecb7,https://cryptoslam.io/owner/0x6e131f61970fbe260378da9e3a28ede360fdecb7,0x1b05c3298917239b379de1d08ec17d8f23963e23,https://cryptoslam.io/owner/0x1b05c3298917239b379de1d08ec17d8f23963e23
2 days ago,https://etherscan.io/tx/0xa9826468e85e9be4f81d3f6bbb52025343bcf5cf9eaa4c493a698e39823a4c26,Fidenza #836 ,https://cryptoslam.io/art-blocks/mint/78000836,185.00000 ETH,"$765,392.55","Scale:Large, Turbulence:None, Colors:White Mono, Have Margin:No, Spiral:No, Soft Shapes:No, Super Blocks:No, Collision Check:No Overlap, Outlined:No, Shape Angles:Curved",0xd5a5c2ef8977ab40d920417018145508251a07c0,https://cryptoslam.io/owner/0xd5a5c2ef8977ab40d920417018145508251a07c0,0x04df8d02f912d34fef12a1b0488ee56fd6f7416c,https://cryptoslam.io/owner/0x04df8d02f912d34fef12a1b0488ee56fd6f7416c
2 days ago,https://etherscan.io/tx/0xfdb7ce3f4ef7c684fa905694cc6abd5e602d1df1d476cd95b78ee9af25c9ae86,444(4) #121 ,https://cryptoslam.io/art-blocks/mint/191000121,0.99000 ETH,"$4,095.88",,0x5c954013dbdcc41d4fdf641a84b998e5ef467993,https://cryptoslam.io/owner/0x5c954013dbdcc41d4fdf641a84b998e5ef467993,0xe47fd8764f40f85da54d60430127b8a971756dec,https://cryptoslam.io/owner/0xe47fd8764f40f85da54d60430127b8a971756dec
2 days ago,https://etherscan.io/tx/0x79a3c5f30cdc61c87925eafcfd2bda756e54775af06840839119a439448c4d18,444(4) #405 ,https://cryptoslam.io/art-blocks/mint/191000405,0.98990 ETH,"$4,095.47",,0x644d060f55d00eafcc81f5504a53b4b9c7e676ae,https://cryptoslam.io/owner/0x644d060f55d00eafcc81f5504a53b4b9c7e676ae,0x92891ed65ab3909db07e815e0c370b1b65d3ae20,https://cryptoslam.io/owner/0x92891ed65ab3909db07e815e0c370b1b65d3ae20
2 days ago,https://etherscan.io/tx/0x5fc948fbd23bc27034e9721976668a429ad53b28351f54307730839674bc96c4,444(4) #164 ,https://cryptoslam.io/art-blocks/mint/191000164,0.97000 ETH,"$4,013.14",,0x16182c7f8588f723c53460e2cafe88ece2ab65dd,https://cryptoslam.io/owner/0x16182c7f8588f723c53460e2cafe88ece2ab65dd,0x92891ed65ab3909db07e815e0c370b1b65d3ae20,https://cryptoslam.io/owner/0x92891ed65ab3909db07e815e0c370b1b65d3ae20
2 days ago,https://etherscan.io/tx/0x5c2a782c3513a963c8209b804635d3c272ccc3b2b71f2c8beab7302ae7f0acd5,444(4) #313 ,https://cryptoslam.io/art-blocks/mint/191000313,0.93000 ETH,"$3,847.65",,0x12ccd0203a72ca18dbc461b5ceed6e47efc50612,https://cryptoslam.io/owner/0x12ccd0203a72ca18dbc461b5ceed6e47efc50612,0xbe8fe12b9eb1ca2a593e6c070c71c294b6fe9f00,https://cryptoslam.io/owner/0xbe8fe12b9eb1ca2a593e6c070c71c294b6fe9f00
2 days ago,https://etherscan.io/tx/0x81c54fd794e52e551d84ca995c967f5fbe58373e4364cbe67d1ce8852629f60a,444(4) #418 ,https://cryptoslam.io/art-blocks/mint/191000418,0.93990 ETH,"$3,888.61",,0x4c2a6c5d15502c41c4d290f5ddd600878ff31da3,https://cryptoslam.io/owner/0x4c2a6c5d15502c41c4d290f5ddd600878ff31da3,0xbe8fe12b9eb1ca2a593e6c070c71c294b6fe9f00,https://cryptoslam.io/owner/0xbe8fe12b9eb1ca2a593e6c070c71c294b6fe9f00
2 days ago,https://etherscan.io/tx/0xf4793c962a79f08a92c5ae2d6a37f43dced5c1d20eb3622e864188302b96a270,444(4) #160 ,https://cryptoslam.io/art-blocks/mint/191000160,0.99000 ETH,"$4,095.88",,0x50f11d13475739f9e888d38528405a992a5f2e6f,https://cryptoslam.io/owner/0x50f11d13475739f9e888d38528405a992a5f2e6f,0xbe8fe12b9eb1ca2a593e6c070c71c294b6fe9f00,https://cryptoslam.io/owner/0xbe8fe12b9eb1ca2a593e6c070c71c294b6fe9f00
2 days ago,https://etherscan.io/tx/0xbefbaa9c23ea60382b79775330913957bc183229cc22b1bbcd42341cb422dab5,Labyrometry #80 ,https://cryptoslam.io/art-blocks/mint/127000080,0.09000 ETH,$372.35,"Palette: soup, Roundener: Small, Extra Tri 2, Tri Blackener: True, Frame: Solid, Fog: Dense",0x6398596dcfa3951256c54d37e4cfe9e4b87eac41,https://cryptoslam.io/owner/0x6398596dcfa3951256c54d37e4cfe9e4b87eac41,0x1fc04b14f52d6771001ac655822f7ae05a295df9,https://cryptoslam.io/owner/0x1fc04b14f52d6771001ac655822f7ae05a295df9
2 days ago,https://etherscan.io/tx/0x0c43d602271c859f631a97346c87df378b12f7fb287767cdb4d0c59c878d4b65,444(4) #205 ,https://cryptoslam.io/art-blocks/mint/191000205,0.98900 ETH,"$4,091.75",,0x394f4d27d91387ad128aac9c5e3e412e4f614332,https://cryptoslam.io/owner/0x394f4d27d91387ad128aac9c5e3e412e4f614332,0xbe8fe12b9eb1ca2a593e6c070c71c294b6fe9f00,https://cryptoslam.io/owner/0xbe8fe12b9eb1ca2a593e6c070c71c294b6fe9f00
2 days ago,https://etherscan.io/tx/0xbc45ca639e6e0ed10bafcc6d20c323a549da4c7c166a129620cdf84b4e3d5b7f,444(4) #398 ,https://cryptoslam.io/art-blocks/mint/191000398,0.99000 ETH,"$4,095.88",,0x0efcec3ed57ac7b3f4442234c1e2fbda9f000d17,https://cryptoslam.io/owner/0x0efcec3ed57ac7b3f4442234c1e2fbda9f000d17,0xede0ed55a5ed9e06b5654a9bab5bca69a8026b16,https://cryptoslam.io/owner/0xede0ed55a5ed9e06b5654a9bab5bca69a8026b16
2 days ago,https://etherscan.io/tx/0x2d95b930a8eb2fa81620ff994495d978f8855eaffb91d3a054fd3ab641801df5,444(4) #118 ,https://cryptoslam.io/art-blocks/mint/191000118,0.95000 ETH,"$3,939.90",,0x81e09bfd46ba908d3666a77eefe518ab48f1f9f9,https://cryptoslam.io/owner/0x81e09bfd46ba908d3666a77eefe518ab48f1f9f9,0x4c727addf51774a86055a347b5cf5cc13ea461c3,https://cryptoslam.io/owner/0x4c727addf51774a86055a347b5cf5cc13ea461c3
2 days ago,https://etherscan.io/tx/0x755ea20bafa1fb65a3e04e31f02c114ba2175e8e652156cb45685557da2c2565,Organized Disruption #653 ,https://cryptoslam.io/art-blocks/mint/133000653,0.24000 ETH,$992.88,"composition: Disruption 1, composition mode: Normal, proximity object push: True, proximity object rotation: False, proximity object scale: Mutation, color: Set 7, color tempo: Slow, color start position: 300, color separation: 20.0",0x1180814ef4dd32106b9de7f3c172795cea3c3d6e,https://cryptoslam.io/owner/0x1180814ef4dd32106b9de7f3c172795cea3c3d6e,0xa54e54567c001f3d9f1259665d4e93de8a151a5e,https://cryptoslam.io/owner/0xa54e54567c001f3d9f1259665d4e93de8a151a5e
2 days ago,https://etherscan.io/tx/0x0de17edf1aef8bab2c57c00ecf3d2109a58a0df823120a2100097ed577e3fcaf,Fidenza #946 ,https://cryptoslam.io/art-blocks/mint/78000946,175.00000 WETH,"$726,141.35","Scale:Jumbo, Turbulence:Med, Colors:Luxe, Have Margin:Yes, Spiral:No, Soft Shapes:No, Super Blocks:No, Collision Check:No Overlap, Outlined:No, Shape Angles:Curved",jdblacklung,https://cryptoslam.io/owner/jdblacklung,0x3284a7c3c5a20bdd33f28d5c2bcfccc2c2514049,https://cryptoslam.io/owner/0x3284a7c3c5a20bdd33f28d5c2bcfccc2c2514049
2 days ago,https://etherscan.io/tx/0x2452d0b2c40b49335d10a85accb8a7bef5e02817116781f6de6ea0c78230a89a,444(4) #322 ,https://cryptoslam.io/art-blocks/mint/191000322,2.42000 ETH,"$10,013.39",,0x84f3028236c9ab1b628e0ba7e7daed471f7a05d9,https://cryptoslam.io/owner/0x84f3028236c9ab1b628e0ba7e7daed471f7a05d9,0x23be060093db74f38b1a3daf57afdc1a23db0077,https://cryptoslam.io/owner/0x23be060093db74f38b1a3daf57afdc1a23db0077
2 days ago,https://etherscan.io/tx/0x42662c8093aabefb25cbecf06242b213729cbfee9a37c73aa616a3ae3ddcb79d,Cells #92 ,https://cryptoslam.io/art-blocks/mint/122000092,0.12500 ETH,$516.26,"All Cells, Style: Palette, Palette: 34, Cells: 7, Cells Size: 8, Cells Position: Variable, Cells Background: Normal, Branches: Long, Branch Orientation: Variable, Number of Branches: Variable",0x55bd0a6f20ed3c77f35fa89f282be0fc74fc85e1,https://cryptoslam.io/owner/0x55bd0a6f20ed3c77f35fa89f282be0fc74fc85e1,0xfe2bdaa4f5d59e3ed10aab229971f554fdbae290,https://cryptoslam.io/owner/0xfe2bdaa4f5d59e3ed10aab229971f554fdbae290
2 days ago,https://etherscan.io/tx/0x7574cdb7d003954abaa2c1d137b3330797846e96f27818386a81d6d653e862bb,Beauty in the Hurting #606 ,https://cryptoslam.io/art-blocks/mint/178000606,0.30800 WETH,"$1,272.05",,0x2a00f63af45627ff351549106ea735bd973aa86e,https://cryptoslam.io/owner/0x2a00f63af45627ff351549106ea735bd973aa86e,0x2f919f0eb53becfef31033cf68f23a57723a27c5,https://cryptoslam.io/owner/0x2f919f0eb53becfef31033cf68f23a57723a27c5
2 days ago,https://etherscan.io/tx/0xfdba6065a38c7aaac34a6eef1eec6e0b0e2e2c95193926aa5b3497f02713b35c,444(4) #335 ,https://cryptoslam.io/art-blocks/mint/191000335,0.88800 ETH,"$3,672.09",,0x14e85a8a87a90b824543ac84e62957cff1365d7c,https://cryptoslam.io/owner/0x14e85a8a87a90b824543ac84e62957cff1365d7c,0x01c44dcd1a4b10e391d3b076afdff4bccb3ec1f5,https://cryptoslam.io/owner/0x01c44dcd1a4b10e391d3b076afdff4bccb3ec1f5
2 days ago,https://etherscan.io/tx/0x1a35e53418891033405f1f53d29fbdac569e6bbd6b3d13bd2384b5ee408042b6,PrimiLife #109 ,https://cryptoslam.io/art-blocks/mint/150000109,0.09000 ETH,$371.61,"Palette: Berry Gala, Colors: Duotone, Background: Tertiary, Wireframe: Nope, Debris: Nope, Speed: Normal, Spin: Counterclockwise, Children: Single, Baby: Nope",0xbe5e69d2798f0167c3f8095b3de9e0451c332c9b,https://cryptoslam.io/owner/0xbe5e69d2798f0167c3f8095b3de9e0451c332c9b,0x059e0ada7bee6195cd2f008471c4a0431057a434,https://cryptoslam.io/owner/0x059e0ada7bee6195cd2f008471c4a0431057a434
2 days ago,https://etherscan.io/tx/0x0307a1635ebea898cb0f640301abea6e99c3a4ba3efb16c4bde42cdea02af217,The Liths of Sisyphus #280 ,https://cryptoslam.io/art-blocks/mint/124000280,1.00000 ETH,"$4,119.09","Realm of: Apóllōn, Ornament type: Star-shaped, Stone types: Parallel & spherical, Centerpiece: None, Accentuated Stones: None, Number of Concentric Circles: 3, Number of Stones: Several, Environment: Plateu, Terrain ripples: No, Tone: Normal",0x81d98b0d2174bb70186dc6cbe63a8d70fe8f2d59,https://cryptoslam.io/owner/0x81d98b0d2174bb70186dc6cbe63a8d70fe8f2d59,0x73e60cd967e957bc6e074f93320ffa1d52697d5b,https://cryptoslam.io/owner/0x73e60cd967e957bc6e074f93320ffa1d52697d5b
2 days ago,https://etherscan.io/tx/0x6df83da7eb911bfe95594c693caa3829ad0c8fdc256d11e3450bd0e1df034a8d,444(4) #251 ,https://cryptoslam.io/art-blocks/mint/191000251,0.83990 ETH,"$3,456.97",,0x94910b6020f141c39f094ada8b65f30e690802e1,https://cryptoslam.io/owner/0x94910b6020f141c39f094ada8b65f30e690802e1,0xb69e38b67ff04e32b3b2f6d04f51fdb75a14ce15,https://cryptoslam.io/owner/0xb69e38b67ff04e32b3b2f6d04f51fdb75a14ce15
2 days ago,https://etherscan.io/tx/0xc94fd83ff45f7316933c7215b5114a48ca1a3bbeb673d04cbce25a36aa4b089e,444(4) #429 ,https://cryptoslam.io/art-blocks/mint/191000429,0.84400 ETH,"$3,473.85",,0x4dc6750a016db9a96fef40d852e1faee11733db6,https://cryptoslam.io/owner/0x4dc6750a016db9a96fef40d852e1faee11733db6,0xa57506db809c55b34623df6e2aa13a966ddb34be,https://cryptoslam.io/owner/0xa57506db809c55b34623df6e2aa13a966ddb34be
2 days ago,https://etherscan.io/tx/0xf002102d3efde806004c2d451f36cc27a16c24e3ad32e119f3bc99f9265576df,444(4) #331 ,https://cryptoslam.io/art-blocks/mint/191000331,0.78880 ETH,"$3,245.99",,0x93a25512b5c30f460ab0bdc32847738853b39dcc,https://cryptoslam.io/owner/0x93a25512b5c30f460ab0bdc32847738853b39dcc,0xd3feedc8e702a9f191737c0482b685b74be48cfa,https://cryptoslam.io/owner/0xd3feedc8e702a9f191737c0482b685b74be48cfa
2 days ago,https://etherscan.io/tx/0x3103bef6da90990b804fdece5fc44fb0b66ee78655b5612d3dd3a752910c12e6,We #286 ,https://cryptoslam.io/art-blocks/mint/153000286,0.18300 ETH,$753.69,,0x18c3b35548da4db4d7c5d9868e6ab367d3cae1e7,https://cryptoslam.io/owner/0x18c3b35548da4db4d7c5d9868e6ab367d3cae1e7,0x7a1da4c20c006e62d3cefff598659ce2302d32db,https://cryptoslam.io/owner/0x7a1da4c20c006e62d3cefff598659ce2302d32db
2 days ago,https://etherscan.io/tx/0x77c46aefdcc38d275ba56ba5eecb7bfaaa50760289830cd476761327d31a7e87,Spaghettification #741 ,https://cryptoslam.io/art-blocks/mint/99000741,0.10990 ETH,$454.87,"Hue:245, Scheme:Analagous, Style:Standard, Effect:Radiate, Scale:0, Rate:3, Count:5",0x1766255e71a11f9f9d13abe3f2840e3f6942aa29,https://cryptoslam.io/owner/0x1766255e71a11f9f9d13abe3f2840e3f6942aa29,0x546649a76db26cb913f65f560022deb529e47648,https://cryptoslam.io/owner/0x546649a76db26cb913f65f560022deb529e47648
2 days ago,https://etherscan.io/tx/0xf13bce33308a03b1f278b85f3b0b6856ad6daeb2475bcfe38e1647bad43b6067,444(4) #192 ,https://cryptoslam.io/art-blocks/mint/191000192,0.95000 ETH,"$3,920.44",,0xdad383ba14c704ad2c281bd2b86ea47862500cb0,https://cryptoslam.io/owner/0xdad383ba14c704ad2c281bd2b86ea47862500cb0,0x98f6fd7c9a1ccf6431c341abd7c8597c713ec66e,https://cryptoslam.io/owner/0x98f6fd7c9a1ccf6431c341abd7c8597c713ec66e
2 days ago,https://etherscan.io/tx/0xa812ad0616baf31f03a192249a47575303325fec35e747a4bd60d791825fe928,Cells #259 ,https://cryptoslam.io/art-blocks/mint/122000259,0.12000 ETH,$493.59,"All Cells, Style: Palette, Palette: 2, Cells: 7, Cells Size: 2, Cells Position: Variable, Cells Background: Normal, Branches: Long, Branch Orientation: Regular, Number of Branches: 4",0x19cd2a253b3e559b2b5ad57170b4d5b97b64bfb3,https://cryptoslam.io/owner/0x19cd2a253b3e559b2b5ad57170b4d5b97b64bfb3,0xa57506db809c55b34623df6e2aa13a966ddb34be,https://cryptoslam.io/owner/0xa57506db809c55b34623df6e2aa13a966ddb34be
2 days ago,https://etherscan.io/tx/0x62442298254e0f09515c8bee2f376f3dae738d86f0dadf1f2fe1ec117633ed04,Beauty in the Hurting #773 ,https://cryptoslam.io/art-blocks/mint/178000773,0.24900 ETH,"$1,016.99",,0xe6150be3efc6225b74fc3032c1545cf5856620f6,https://cryptoslam.io/owner/0xe6150be3efc6225b74fc3032c1545cf5856620f6,0xf6e5819fafe729bcf472c95843e4f1381b2e3393,https://cryptoslam.io/owner/0xf6e5819fafe729bcf472c95843e4f1381b2e3393
2 days ago,https://etherscan.io/tx/0x3be32db6f6e8e0716902929752122d14535d9a445d08d586df3dd8f9c618c485,Flowers #3371 ,https://cryptoslam.io/art-blocks/mint/116003371,0.14000 WETH,$571.80,"Disposition : Single, Flowers : 1, Colour A : Turquoise, Colour B : Red, Gradient : Yes, Background :Black, Line density : Low, Alternate lines : No, Rings : 2, Rings size : Small",0x6f65c1900dcabbc789b0af0bf8616d42293ed943,https://cryptoslam.io/owner/0x6f65c1900dcabbc789b0af0bf8616d42293ed943,0x65b27ba7362ce3f241dafdfc03ef24d080e41413,https://cryptoslam.io/owner/0x65b27ba7362ce3f241dafdfc03ef24d080e41413
2 days ago,https://etherscan.io/tx/0x57a9d0aa61fb95166d0dfe562d35f235871de09c09d3ed4761b9dd7cf51bb26b,Eccentrics #87 ,https://cryptoslam.io/art-blocks/mint/104000087,1.70000 ETH,"$6,943.34","Color Scheme: Painted, Palette: Marzipan, Sequential: False, Background: Main, Layout: Freeform, Framed: False, Allow Arches: True, Allow Ovals: False, Force Circles: False, Inverted Arch: False",0x174166ffd440ad46da51d73eacf0ee9390b64dab,https://cryptoslam.io/owner/0x174166ffd440ad46da51d73eacf0ee9390b64dab,0xd4295dad9b8af7e43f53cc3efa803cd9ac7e5f1c,https://cryptoslam.io/owner/0xd4295dad9b8af7e43f53cc3efa803cd9ac7e5f1c
2 days ago,https://etherscan.io/tx/0xbdcdf5504133a4f0b7439e5463eeba6fcd2eb77fd357e2a39f838b06889cee6b,444(4) #96 ,https://cryptoslam.io/art-blocks/mint/191000096,0.85000 ETH,"$3,474.72",,0x64df4af634c456d2c9bedf115b7313fe5fb534e6,https://cryptoslam.io/owner/0x64df4af634c456d2c9bedf115b7313fe5fb534e6,0xc4a845c43504d9b13bf28a9408c0140900aaa93d,https://cryptoslam.io/owner/0xc4a845c43504d9b13bf28a9408c0140900aaa93d
2 days ago,https://etherscan.io/tx/0x4972b67f8f3269b9d97f00c56fe0015be8e365a9dc9da94dd99f6918a9bfabf7,spawn #687 ,https://cryptoslam.io/art-blocks/mint/161000687,0.08900 ETH,$363.82,,0xd7da5268d5cbc56cd3584e241a2329e93fbb4cdd,https://cryptoslam.io/owner/0xd7da5268d5cbc56cd3584e241a2329e93fbb4cdd,0xf3a131ce3fe8e8940ef7d178f026cf1c351e4ebf,https://cryptoslam.io/owner/0xf3a131ce3fe8e8940ef7d178f026cf1c351e4ebf
2 days ago,https://etherscan.io/tx/0x0900eefb5fc63ae394c24157ab3843e8b4c772369fd59fb7af893db13d24700e,444(4) #369 ,https://cryptoslam.io/art-blocks/mint/191000369,0.72000 ETH,"$2,943.29",,0x817e9dc0bfe88c5478c13359cc82a56ce64c1c48,https://cryptoslam.io/owner/0x817e9dc0bfe88c5478c13359cc82a56ce64c1c48,0x98f6fd7c9a1ccf6431c341abd7c8597c713ec66e,https://cryptoslam.io/owner/0x98f6fd7c9a1ccf6431c341abd7c8597c713ec66e
2 days ago,https://etherscan.io/tx/0xe1f8c4de5d38c6c7328925330f8cbea5974e7f21227525140d69ce9671aa0855,♫ ByteBeats #130 ,https://cryptoslam.io/art-blocks/mint/38000130,0.53000 ETH,"$2,166.59","Tint: Royal, Visual: Waveform, Family: Powerclimb, Sample Rate: 4699, Progressions: Infinity",0x64129ea5c2b3eea53f4aff759eacc89b8a695535,https://cryptoslam.io/owner/0x64129ea5c2b3eea53f4aff759eacc89b8a695535,0x0dde2e438d72e54c8d2e81f1bf51f42646e6c467,https://cryptoslam.io/owner/0x0dde2e438d72e54c8d2e81f1bf51f42646e6c467
2 days ago,https://etherscan.io/tx/0x072cb53851fe46ee12f0591eeb7fe7b589d2b1b19c92374d15169d6cdc629c07,444(4) #199 ,https://cryptoslam.io/art-blocks/mint/191000199,0.66600 ETH,"$2,708.28",,0xc34493729b06a62efb5bc10f7d361faddd546562,https://cryptoslam.io/owner/0xc34493729b06a62efb5bc10f7d361faddd546562,0x8f032e2ae605465efbfedd2a81e38ff649906700,https://cryptoslam.io/owner/0x8f032e2ae605465efbfedd2a81e38ff649906700
2 days ago,https://etherscan.io/tx/0x17ab0be3f4ffaf5b9344994f54b1435f966d3dc256fa41685f227bb1466a7684,Augmented Sequence #683 ,https://cryptoslam.io/art-blocks/mint/169000683,0.10000 ETH,$406.65,,0xb18e572748a57b8c1252a86d85f3fc34adfe2ac5,https://cryptoslam.io/owner/0xb18e572748a57b8c1252a86d85f3fc34adfe2ac5,0x9be72120c584dbca17a0197108d842d50a7ed7d4,https://cryptoslam.io/owner/0x9be72120c584dbca17a0197108d842d50a7ed7d4
2 days ago,https://etherscan.io/tx/0x16854f4366456c3c8f8ca3bc3ae843236a1432a14350d240a5451f071e09f7f3,Chromie Squiggle #2528 ,https://cryptoslam.io/art-blocks/mint/2528,10.00000 WETH,"$40,664.91","Starting Color: 195, End Color: 6, Color Spread: 45, Color Direction: Reverse, Height: 3, Segments: 15, Steps Between Segments: 200",0x5979f19a683b7c575f210d5acd5410633c119e27,https://cryptoslam.io/owner/0x5979f19a683b7c575f210d5acd5410633c119e27,0x280e205d57eac7e0dddbefa9d7b8be03314a0195,https://cryptoslam.io/owner/0x280e205d57eac7e0dddbefa9d7b8be03314a0195
2 days ago,https://etherscan.io/tx/0x440ab01ef3349dbe196dd1883023764f12495bde9f3e01357b1c1e587fe7a9d4,444(4) #71 ,https://cryptoslam.io/art-blocks/mint/191000071,1.20000 WETH,"$4,892.29",,0xf218b8a95de4df783ba34c4eb783b843cc544f77,https://cryptoslam.io/owner/0xf218b8a95de4df783ba34c4eb783b843cc544f77,0x4a1a0aeea2a03ed451b577f51f1d7e5568f29736,https://cryptoslam.io/owner/0x4a1a0aeea2a03ed451b577f51f1d7e5568f29736
